price,levy,manufacturer,model,category,leather_interior,fuel_type,engine_volume,mileage,cylinders,gear_box_type,drive_wheels,doors,wheel,color,airbags,engine_turbo,age
17634.0,531.0,HYUNDAI,I30,Hatchback,Yes,Diesel,1.6,183380.0,4.0,Automatic,Front,4-5,Left wheel,Grey,4.0,0,11
11992.0,1047.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,150863.0,4.0,Automatic,Front,4-5,Left wheel,White,4.0,0,16
23521.0,0.0,VOLKSWAGEN,Jetta,Sedan,Yes,Petrol,1.4,28000.0,4.0,Manual,Front,4-5,Left wheel,White,12.0,1,6
3920.0,843.0,TOYOTA,Prius,Hatchback,No,Hybrid,1.5,337600.0,4.0,Automatic,Front,4-5,Left wheel,Blue,12.0,0,15
19757.0,0.0,MINI,Countryman,Jeep,Yes,Petrol,1.6,119416.0,4.0,Manual,Front,4-5,Left wheel,Blue,12.0,0,12
10976.0,753.0,DODGE,Avenger,Sedan,No,Petrol,2.4,110000.0,4.0,Tiptronic,Front,4-5,Left wheel,Blue,8.0,0,11
10000.0,0.0,NISSAN,Presage,Minivan,No,CNG,2.5,0.0,4.0,Automatic,4x4,4-5,Right-hand drive,Beige,4.0,0,19
13799.0,765.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,30258.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4.0,0,8
47356.0,1053.0,BMW,X5,Jeep,Yes,Petrol,3.5,158000.0,6.0,Tiptronic,4x4,4-5,Left wheel,White,12.0,1,9
10192.0,1187.0,HONDA,FIT,Hatchback,No,Hybrid,1.4,0.0,4.0,Automatic,Front,4-5,Right-hand drive,Yellow,2.0,1,9
20071.0,781.0,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,94000.0,4.0,Tiptronic,Front,4-5,Left wheel,White,10.0,0,11
2352.0,1203.0,GMC,Acadia,Jeep,Yes,Petrol,3.55,177376.0,6.0,Automatic,Front,4-5,Left wheel,Black,12.0,0,12
30583.0,639.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,212762.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4.0,0,9
9095.0,779.0,SUBARU,Forester,Jeep,Yes,Petrol,2.5,173000.0,4.0,Variator,4x4,4-5,Left wheel,Blue,6.0,0,10
470.0,1077.0,TOYOTA,CHR,Jeep,Yes,Petrol,2.0,10610.0,4.0,Automatic,Front,4-5,Left wheel,Silver,12.0,0,4
9500.0,0.0,MERCEDES-BENZ,E 320,Sedan,Yes,Petrol,3.2,0.0,6.0,Tiptronic,Rear,4-5,Left wheel,Black,0.0,0,23
6899.0,0.0,VOLKSWAGEN,Passat,Sedan,No,CNG,1.8,0.0,4.0,Manual,Front,4-5,Left wheel,Blue,4.0,1,22
44247.0,765.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,153958.0,4.0,Automatic,Front,4-5,Left wheel,White,4.0,0,8
2300.0,0.0,FORD,Transit,Microbus,No,Diesel,2.4,13000.0,4.0,Manual,Rear,4-5,Left wheel,Black,4.0,1,20
15681.0,891.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,248705.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4.0,0,7
29793.0,637.0,KIA,Sorento,Jeep,Yes,Diesel,2.0,43340.0,4.0,Automatic,Front,4-5,Left wheel,White,4.0,0,9
16894.0,687.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,71202.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4.0,0,13
14426.0,831.0,FORD,Escape,Jeep,Yes,Petrol,2.4,128000.0,4.0,Automatic,4x4,4-5,Left wheel,Silver,8.0,0,12
16935.0,502.0,TOYOTA,Prius,Hatchback,No,Hybrid,1.5,91400.0,4.0,Tiptronic,Front,4-5,Left wheel,Silver,12.0,0,10
1490.0,1360.0,LEXUS,GX 470,Jeep,Yes,Petrol,3.55,154115.0,8.0,Automatic,4x4,4-5,Left wheel,Black,0.0,0,10
3763.0,0.0,VOLKSWAGEN,Golf,Hatchback,No,Petrol,1.6,220000.0,4.0,Manual,Front,4-5,Left wheel,Black,2.0,0,27
25205.0,915.0,HYUNDAI,Grandeur,Sedan,Yes,Petrol,3.0,253966.0,4.0,Automatic,Front,4-5,Left wheel,White,4.0,0,9
15681.0,749.0,KIA,Optima,Sedan,Yes,Petrol,2.4,98579.0,4.0,Automatic,Front,4-5,Left wheel,Grey,0.0,0,9
2038.0,697.0,HONDA,Civic,Sedan,Yes,Petrol,1.8,80542.0,4.0,Automatic,Front,4-5,Left wheel,Grey,12.0,0,8
15677.0,729.0,CHEVROLET,Orlando,Jeep,Yes,Diesel,1.6,30374.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4.0,0,7
22423.0,781.0,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,75437.0,4.0,Automatic,Front,4-5,Left wheel,Grey,4.0,0,11
32954.0,765.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,103589.0,4.0,Automatic,Front,4-5,Left wheel,Black,4.0,0,8
862.0,1024.0,FORD,Escape,Jeep,Yes,Hybrid,2.5,174926.0,4.0,Automatic,Front,4-5,Left wheel,Grey,0.0,0,13
47356.0,1053.0,FORD,Explorer,Jeep,Yes,Petrol,3.5,48515.0,4.0,Automatic,Front,4-5,Left wheel,Black,4.0,0,9
314.0,333.0,FORD,Fusion,Sedan,Yes,Hybrid,2.0,124493.0,4.0,Automatic,Front,4-5,Left wheel,White,0.0,0,9
2822.0,0.0,MERCEDES-BENZ,A 190,Sedan,No,Petrol,2.0,240000.0,4.0,Manual,Rear,4-5,Left wheel,Green,0.0,0,36
47356.0,518.0,LEXUS,NX 300,Jeep,Yes,Hybrid,2.5,53649.0,4.0,Automatic,Front,4-5,Left wheel,Grey,4.0,0,7
18654.0,862.0,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,69624.0,4.0,Automatic,Front,4-5,Left wheel,Black,4.0,0,12
10976.0,765.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,311337.0,4.0,Automatic,Front,4-5,Left wheel,White,4.0,0,8
16766.0,642.0,CHEVROLET,Cruze,Sedan,Yes,Diesel,2.0,90815.0,4.0,Automatic,Front,4-5,Left wheel,White,4.0,0,11
14113.0,781.0,VOLKSWAGEN,Jetta,Sedan,Yes,Petrol,2.5,120000.0,5.0,Tiptronic,Front,4-5,Left wheel,White,0.0,0,11
1254.0,639.0,AUDI,A4,Sedan,Yes,Petrol,2.0,42395.0,4.0,Automatic,4x4,4-5,Left wheel,Grey,0.0,0,9
19757.0,0.0,FORD,C-MAX,Hatchback,No,Hybrid,2.0,72000.0,4.0,Automatic,Front,4-5,Left wheel,Grey,6.0,0,10
26030.0,382.0,CHEVROLET,Volt,Hatchback,Yes,Hybrid,1.5,52062.0,4.0,Automatic,Front,4-5,Left wheel,Blue,0.0,0,6
10663.0,690.0,TOYOTA,Highlander,Jeep,Yes,Hybrid,3.5,109344.0,6.0,Automatic,4x4,4-5,Left wheel,White,12.0,0,7
2500.0,0.0,OPEL,Corsa,Hatchback,No,Petrol,1.6,211375.0,4.0,Manual,Front,2-3,Left wheel,Black,2.0,0,27
25716.0,650.0,BUICK,Encore,Jeep,No,Petrol,1.4,10295.0,4.0,Tiptronic,Front,4-5,Left wheel,Silver,8.0,1,7
27889.0,707.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,151594.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4.0,0,12
12544.0,792.0,OPEL,Astra,Hatchback,No,Petrol,1.4,155485.0,6.0,Manual,Front,4-5,Left wheel,White,6.0,0,15
7213.0,919.0,BMW,X5,Jeep,Yes,Diesel,3.0,274098.0,6.0,Automatic,4x4,4-5,Left wheel,White,0.0,0,11
12544.0,0.0,TOYOTA,Prius,Sedan,Yes,Hybrid,1.5,150000.0,4.0,Automatic,Front,4-5,Left wheel,Grey,12.0,0,16
21953.0,0.0,NISSAN,Juke Juke,Jeep,Yes,Petrol,1.6,55395.0,4.0,Automatic,Front,4-5,Left wheel,Black,12.0,1,11
5018.0,1646.0,LEXUS,GX 460,Jeep,Yes,Petrol,3.55,188078.0,8.0,Automatic,4x4,4-5,Left wheel,Black,0.0,0,8
42218.0,1091.0,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,96334.0,4.0,Automatic,Front,4-5,Left wheel,Grey,4.0,0,7
5331.0,0.0,MITSUBISHI,Galant,Sedan,No,Petrol,2.0,84000.0,4.0,Tiptronic,Front,4-5,Right-hand drive,Black,6.0,1,20
47356.0,891.0,LEXUS,NX 200,Jeep,Yes,Petrol,2.0,37514.0,4.0,Automatic,Front,4-5,Left wheel,Silver,10.0,1,7
7056.0,1668.0,DODGE,RAM,Sedan,Yes,Petrol,3.55,0.0,8.0,Automatic,Front,4-5,Left wheel,White,12.0,0,11
9063.0,1273.0,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.7,77016.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4.0,0,14
22266.0,1273.0,LEXUS,RX 350,Jeep,Yes,Petrol,3.5,54822.0,6.0,Automatic,4x4,4-5,Left wheel,Black,12.0,0,8
25264.0,777.0,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,198916.0,4.0,Automatic,Front,4-5,Left wheel,Yellow,4.0,0,9
20385.0,0.0,NISSAN,Juke,Jeep,Yes,Petrol,1.6,133000.0,4.0,Automatic,Front,4-5,Left wheel,Blue,6.0,1,12
20071.0,0.0,TOYOTA,Prius C,Sedan,No,Hybrid,1.5,51000.0,4.0,Variator,Front,4-5,Right-hand drive,White,7.0,0,9
6899.0,0.0,OPEL,Astra,Sedan,No,Petrol,1.6,150000.0,4.0,Manual,Front,4-5,Left wheel,Blue,0.0,0,25
15900.0,0.0,TOYOTA,Prius,Sedan,No,Hybrid,1.8,160000.0,4.0,Automatic,Front,4-5,Left wheel,White,6.0,0,12
1725.0,353.0,LEXUS,CT 200h,Hatchback,Yes,Hybrid,1.8,94949.0,4.0,Automatic,Front,4-5,Left wheel,White,0.0,0,8
16894.0,707.0,SSANGYONG,Actyon,Jeep,Yes,Diesel,2.0,146610.0,4.0,Automatic,Front,4-5,Left wheel,White,4.0,0,12
25763.0,833.0,CHEVROLET,Captiva,Jeep,Yes,Diesel,2.2,78356.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4.0,0,8
8778.0,362.0,CHEVROLET,Spark,Sedan,Yes,Petrol,1.0,34855.0,4.0,Automatic,Front,4-5,Left wheel,White,4.0,0,9
20385.0,0.0,FORD,Transit,Microbus,Yes,Diesel,2.4,240000.0,6.0,Manual,Rear,4-5,Left wheel,White,0.0,1,22
314.0,2287.5,GMC,Acadia,Pickup,Yes,Petrol,3.55,335739.0,8.0,Automatic,Rear,4-5,Left wheel,Green,12.0,0,22
25089.0,0.0,MERCEDES-BENZ,ML 300,Jeep,Yes,Diesel,3.0,180000.0,6.0,Tiptronic,4x4,4-5,Left wheel,Black,12.0,0,16
25889.0,528.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,84640.0,4.0,Automatic,Front,4-5,Left wheel,White,4.0,0,9
17249.0,0.0,MITSUBISHI,Pajero,Jeep,Yes,Diesel,2.8,159000.0,4.0,Automatic,4x4,4-5,Left wheel,Blue,2.0,1,26
16308.0,0.0,VOLVO,V50,Goods wagon,No,Diesel,1.6,180300.0,4.0,Manual,Front,4-5,Left wheel,Black,8.0,1,13
8097.0,583.0,DAEWOO,Lacetti,Sedan,Yes,Petrol,1.6,239917.0,4.0,Automatic,Front,4-5,Left wheel,White,4.0,0,12
41048.0,640.0,HYUNDAI,Genesis,Coupe,Yes,Petrol,2.0,95605.0,4.0,Automatic,Front,4-5,Left wheel,Black,4.0,0,10
34845.0,0.0,AUDI,A8,Sedan,Yes,Petrol,3.55,170000.0,8.0,Tiptronic,4x4,4-5,Left wheel,Black,8.0,0,20
862.0,394.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,130478.0,4.0,Automatic,Front,4-5,Left wheel,White,12.0,0,9
16308.0,891.0,AUDI,Q3,Sedan,Yes,Petrol,2.0,1717.0,4.0,Automatic,4x4,4-5,Left wheel,Black,0.0,0,7
45436.0,1327.0,HYUNDAI,H1,Universal,Yes,Diesel,2.5,45535.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4.0,0,5
13485.0,645.0,HYUNDAI,Elantra,Sedan,No,Petrol,1.8,148552.0,4.0,Automatic,Front,4-5,Left wheel,Black,12.0,0,12
13485.0,0.0,FORD,Escape,Jeep,Yes,Hybrid,2.3,175000.0,4.0,Automatic,Front,4-5,Left wheel,Sky blue,6.0,0,15
44247.0,765.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,147542.0,4.0,Automatic,Front,4-5,Left wheel,Blue,4.0,0,8
4861.0,0.0,OPEL,Astra,Universal,No,Diesel,2.0,0.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4.0,1,24
627.0,1058.0,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,318285.0,6.0,Automatic,4x4,4-5,Left wheel,Black,12.0,0,11
16480.0,0.0,DODGE,Caliber journey,Jeep,No,Petrol,2.4,83000.0,4.0,Automatic,Front,4-5,Left wheel,Black,8.0,0,13
7527.0,0.0,HONDA,FIT,Hatchback,No,Petrol,1.3,150000.0,4.0,Variator,Front,4-5,Right-hand drive,Silver,4.0,0,19
5802.0,1055.0,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,107800.0,6.0,Automatic,Rear,4-5,Left wheel,Grey,12.0,0,10
6272.0,586.0,TOYOTA,Prius,Sedan,No,Plug-in Hybrid,1.8,164688.0,4.0,Variator,Front,4-5,Left wheel,White,12.0,0,11
39499.0,640.0,FORD,Taurus,Sedan,Yes,Petrol,2.0,72407.0,4.0,Automatic,Front,4-5,Left wheel,White,4.0,0,10
7527.0,0.0,MERCEDES-BENZ,CLK 200 208,Coupe,Yes,Petrol,2.0,16400.0,4.0,Manual,Rear,2-3,Left wheel,Blue,8.0,0,24
15612.0,862.0,HYUNDAI,H1,Universal,Yes,Diesel,2.5,259306.0,4.0,Automatic,Front,4-5,Left wheel,Yellow,4.0,0,12
10036.0,475.0,CHEVROLET,Cruze,Sedan,No,Petrol,1.4,148000.0,4.0,Tiptronic,Front,4-5,Left wheel,Grey,10.0,0,11
11290.0,891.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,239291.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4.0,0,7
13877.0,687.0,HYUNDAI,I30,Hatchback,Yes,Petrol,1.6,103000.0,4.0,Automatic,Front,4-5,Left wheel,Grey,4.0,0,13
16935.0,781.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,112501.0,4.0,Automatic,Front,4-5,Left wheel,Sky blue,8.0,0,11
314.0,1017.0,MERCEDES-BENZ,E 300,Sedan,Yes,Diesel,2.0,26802.0,4.0,Automatic,Rear,4-5,Left wheel,Black,12.0,0,6
12231.0,0.0,HONDA,FIT,Hatchback,No,Hybrid,1.3,160000.0,4.0,Automatic,Front,4-5,Right-hand drive,Black,2.0,0,12
29777.0,642.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,206608.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4.0,0,11
2822.0,382.0,FORD,Fusion,Sedan,Yes,Hybrid,2.0,100747.0,4.0,Automatic,Front,4-5,Left wheel,Green,0.0,0,8
23138.0,640.0,SSANGYONG,Korando,Jeep,Yes,Diesel,2.0,77917.0,4.0,Automatic,Front,4-5,Left wheel,Black,4.0,0,10
1411.0,645.0,TOYOTA,Corolla,Sedan,Yes,Petrol,1.8,190789.0,4.0,Automatic,Front,4-5,Left wheel,Pink,12.0,0,12
8467.0,0.0,HONDA,FIT,Hatchback,No,Petrol,1.3,224476.0,4.0,Automatic,Front,4-5,Right-hand drive,Silver,3.0,0,18
9252.0,765.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,362717.5,4.0,Automatic,Front,4-5,Left wheel,Orange,4.0,0,8
862.0,394.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,130478.0,4.0,Automatic,Front,4-5,Left wheel,White,12.0,0,9
7840.0,0.0,OPEL,Combo,Goods wagon,No,Diesel,1.3,210000.0,4.0,Manual,Front,4-5,Left wheel,White,2.0,1,16
13172.0,1662.0,NISSAN,Serena,Minivan,No,Hybrid,2.0,121000.0,4.0,Automatic,Front,4-5,Right-hand drive,Silver,6.0,0,11
9722.0,891.0,BMW,328,Sedan,Yes,Petrol,2.0,70195.0,4.0,Automatic,Rear,4-5,Left wheel,White,12.0,0,7
10349.0,697.0,HYUNDAI,Elantra,Sedan,No,Petrol,1.8,110000.0,4.0,Tiptronic,Front,4-5,Left wheel,Silver,8.0,0,8
12388.0,1399.0,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,189530.0,6.0,Automatic,4x4,4-5,Left wheel,Black,12.0,0,13
1803.0,749.0,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.4,0.0,4.0,Automatic,Front,4-5,Left wheel,Blue,12.0,0,9
27093.0,777.0,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,189167.0,4.0,Automatic,Front,4-5,Left wheel,Grey,4.0,0,9
18033.0,738.0,CHEVROLET,Cruze LT,Sedan,No,Petrol,1.4,49439.0,4.0,Automatic,Front,4-5,Left wheel,Grey,6.0,1,6
13476.0,609.0,HONDA,FIT,Hatchback,Yes,Petrol,1.3,4422.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4.0,0,7
32274.0,810.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.8,86391.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4.0,0,7
8947.0,640.0,KIA,Optima,Sedan,Yes,Petrol,2.0,47232.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4.0,0,10
8000.0,0.0,MERCEDES-BENZ,E 240,Sedan,No,Petrol,2.4,253000.0,6.0,Manual,Rear,4-5,Left wheel,Silver,5.0,0,24
2509.0,697.0,TOYOTA,Corolla,Sedan,Yes,Petrol,1.8,127680.0,4.0,Automatic,Front,4-5,Left wheel,Grey,12.0,0,8
28225.0,1327.0,TOYOTA,Camry,Sedan,No,Petrol,2.5,142000.0,4.0,Tiptronic,Front,4-5,Left wheel,White,12.0,0,5
7840.0,0.0,CHEVROLET,Matiz,Hatchback,No,Petrol,0.8,120000.0,3.0,Automatic,Front,4-5,Left wheel,Red,4.0,0,17
470.0,531.0,NISSAN,Juke,Sedan,Yes,Petrol,1.6,136712.0,4.0,Automatic,4x4,4-5,Left wheel,White,0.0,0,11
19444.0,0.0,MERCEDES-BENZ,Vito,Minivan,No,Diesel,2.2,220000.0,4.0,Manual,Rear,4-5,Left wheel,White,4.0,1,14
35579.0,639.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,175126.0,4.0,Automatic,Front,4-5,Left wheel,Grey,4.0,0,9
15125.0,642.0,CHEVROLET,Orlando,Jeep,Yes,Diesel,2.0,156834.0,4.0,Automatic,Front,4-5,Left wheel,Golden,4.0,0,11
16308.0,0.0,MERCEDES-BENZ,E 320,Sedan,Yes,LPG,3.2,228000.0,6.0,Tiptronic,Rear,4-5,Left wheel,Black,10.0,0,20
9095.0,0.0,HONDA,Cr-v,Jeep,Yes,CNG,2.0,177000.0,4.0,Manual,4x4,4-5,Right-hand drive,Silver,8.0,0,21
11917.0,640.0,KIA,Optima,Sedan,Yes,Petrol,2.0,53217.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4.0,0,10
6272.0,0.0,OPEL,Astra,Sedan,Yes,CNG,2.0,0.0,4.0,Manual,Front,4-5,Left wheel,Blue,6.0,0,23
13172.0,891.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,362717.5,4.0,Automatic,Front,4-5,Left wheel,Orange,4.0,0,7
12544.0,765.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,362717.5,4.0,Automatic,Front,4-5,Left wheel,Orange,4.0,0,8
40142.0,891.0,KIA,Sportage,Jeep,Yes,Diesel,2.0,53000.0,4.0,Tiptronic,Front,4-5,Left wheel,Silver,8.0,1,7
16935.0,586.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.8,160160.0,4.0,Tiptronic,Front,4-5,Left wheel,Black,12.0,0,11
16308.0,0.0,BMW,X5,Jeep,Yes,CNG,3.0,16000.0,6.0,Tiptronic,4x4,4-5,Left wheel,Silver,8.0,0,19
24920.0,640.0,SSANGYONG,Korando,Jeep,Yes,Diesel,2.0,71561.0,4.0,Automatic,Front,4-5,Left wheel,Grey,4.0,0,10
22580.0,779.0,SUBARU,Forester,Jeep,Yes,Petrol,2.5,84000.0,4.0,Automatic,4x4,4-5,Left wheel,White,10.0,0,10
3450.0,831.0,HYUNDAI,Sonata,Sedan,Yes,Hybrid,2.4,224349.0,4.0,Automatic,Front,4-5,Left wheel,Grey,0.0,0,12
16900.0,503.0,TOYOTA,Aqua,Hatchback,Yes,Petrol,1.5,46756.0,4.0,Automatic,Front,4-5,Left wheel,Black,4.0,0,11
37633.0,579.0,TOYOTA,Avalon,Sedan,Yes,Hybrid,2.5,91000.0,4.0,Tiptronic,Rear,4-5,Left wheel,Black,12.0,0,6
10349.0,1268.0,TOYOTA,Aqua,Hatchback,No,Hybrid,1.5,134000.0,4.0,Variator,Front,4-5,Right-hand drive,Silver,0.0,0,11
40769.0,0.0,MERCEDES-BENZ,S 550,Sedan,Yes,LPG,3.55,167000.0,8.0,Tiptronic,Rear,4-5,Left wheel,Silver,12.0,0,16
26657.0,642.0,BMW,328,Sedan,Yes,Petrol,2.0,206400.0,4.0,Tiptronic,Rear,4-5,Left wheel,Black,12.0,1,11
22549.0,730.0,HYUNDAI,Elantra,Sedan,Yes,Diesel,1.6,150000.0,4.0,Automatic,Front,4-5,Left wheel,White,4.0,0,7
13771.0,687.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,159048.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4.0,0,13
15957.0,836.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,140123.0,4.0,Automatic,Front,4-5,Left wheel,Black,4.0,0,13
1568.0,1493.0,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,77205.0,6.0,Automatic,Rear,4-5,Left wheel,Grey,12.0,0,7
27911.0,0.0,VOLKSWAGEN,Tiguan,Jeep,Yes,Petrol,2.0,59200.0,4.0,Tiptronic,4x4,4-5,Left wheel,Silver,12.0,1,9
4391.0,697.0,HYUNDAI,Elantra,Jeep,Yes,Petrol,1.8,125386.0,4.0,Automatic,Front,4-5,Left wheel,White,12.0,0,8
11133.0,919.0,BMW,X5,Jeep,Yes,Petrol,3.0,195982.0,6.0,Automatic,4x4,4-5,Left wheel,Black,12.0,0,11
13642.0,649.0,TOYOTA,Prius,Hatchback,No,Hybrid,1.5,137000.0,4.0,Automatic,Front,4-5,Left wheel,White,12.0,0,13
3763.0,779.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,124912.0,4.0,Automatic,Front,4-5,Left wheel,White,12.0,0,10
40456.0,639.0,MERCEDES-BENZ,CLA 250,Sedan,Yes,Petrol,2.0,64000.0,4.0,Tiptronic,Front,4-5,Left wheel,White,12.0,1,9
12544.0,0.0,KIA,Optima,Sedan,No,Petrol,2.4,172800.0,4.0,Tiptronic,Front,4-5,Left wheel,Silver,16.0,0,9
18826.0,531.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,132000.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4.0,0,11
9408.0,0.0,HONDA,Cr-v,Jeep,No,CNG,2.0,224863.0,4.0,Manual,Front,4-5,Left wheel,Black,0.0,0,24
31047.0,400.0,TOYOTA,Prius C,Hatchback,No,Hybrid,1.5,10000.0,4.0,Automatic,Front,4-5,Left wheel,Grey,8.0,0,5
37580.0,891.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,90000.0,4.0,Automatic,Front,4-5,Left wheel,White,4.0,0,7
9722.0,530.0,FORD,Fusion,Sedan,No,Petrol,1.6,201000.0,4.0,Tiptronic,Front,4-5,Left wheel,Silver,12.0,1,10
20385.0,0.0,CHEVROLET,Cruze,Sedan,No,Petrol,1.4,47543.0,4.0,Tiptronic,Front,4-5,Left wheel,Sky blue,12.0,1,7
9408.0,642.0,VOLKSWAGEN,Jetta,Sedan,Yes,Diesel,2.0,119619.0,4.0,Automatic,Front,4-5,Left wheel,Black,12.0,0,11
47356.0,784.0,HONDA,Civic,Sedan,Yes,Petrol,1.5,3355.0,4.0,Automatic,Front,4-5,Left wheel,Blue,4.0,0,6
15367.0,765.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,362717.5,4.0,Automatic,Front,4-5,Left wheel,Silver,4.0,0,8
627.0,891.0,HYUNDAI,Elantra,Hatchback,Yes,Petrol,2.0,47074.0,4.0,Automatic,Front,4-5,Left wheel,Silver,12.0,0,7
29580.0,642.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,148310.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4.0,0,11
9565.0,1275.0,HYUNDAI,Sonata,Jeep,Yes,Petrol,2.4,1446.0,4.0,Automatic,Front,4-5,Left wheel,Black,12.0,0,4
15681.0,584.0,VOLKSWAGEN,Passat,Sedan,Yes,Petrol,1.8,64000.0,4.0,Automatic,Front,4-5,Left wheel,White,0.0,1,9
25089.0,891.0,HYUNDAI,Elantra,Sedan,No,Petrol,2.0,88000.0,4.0,Automatic,Front,4-5,Left wheel,Black,8.0,0,7
11290.0,753.0,KIA,Optima,Sedan,No,Petrol,2.4,183342.0,4.0,Tiptronic,Front,4-5,Left wheel,Grey,4.0,0,11
19000.0,1820.0,MAZDA,CX-5,Jeep,Yes,Diesel,2.2,96000.0,4.0,Tiptronic,Front,4-5,Right-hand drive,Blue,6.0,0,11
11604.0,530.0,FORD,Fusion,Sedan,No,Petrol,1.6,113000.0,4.0,Tiptronic,Front,4-5,Left wheel,Grey,4.0,0,10
11917.0,988.0,TOYOTA,Prius,Sedan,No,Petrol,1.5,180000.0,4.0,Automatic,Front,4-5,Left wheel,Red,12.0,0,16
9722.0,456.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,241227.0,4.0,Automatic,Front,4-5,Left wheel,Silver,12.0,0,8
47356.0,891.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,111875.0,4.0,Automatic,Front,4-5,Left wheel,Blue,4.0,0,7
11604.0,1195.0,FORD,Transit,Goods wagon,No,Diesel,2.2,156000.0,4.0,Manual,Front,4-5,Left wheel,White,2.0,1,15
41193.0,697.0,HONDA,Civic,Sedan,Yes,Petrol,1.8,59179.0,4.0,Automatic,Front,4-5,Left wheel,White,4.0,0,8
24239.0,446.0,HONDA,FIT,Hatchback,Yes,Petrol,1.3,62000.0,4.0,Automatic,Front,4-5,Left wheel,White,4.0,0,9
16308.0,1347.0,FORD,Escape,Jeep,Yes,Hybrid,2.5,256000.0,4.0,Automatic,4x4,4-5,Left wheel,Sky blue,12.0,0,15
9722.0,0.0,AUDI,A3,Coupe,Yes,Diesel,2.0,260000.0,4.0,Manual,Front,2-3,Left wheel,Silver,4.0,1,19
13956.0,603.0,LEXUS,RX 450,Jeep,Yes,Hybrid,3.5,143619.0,6.0,Automatic,4x4,4-5,Left wheel,Black,12.0,0,8
12388.0,1399.0,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,189530.0,6.0,Automatic,4x4,4-5,Left wheel,Black,12.0,0,13
8624.0,0.0,NISSAN,Terrano,Jeep,No,Diesel,2.7,165000.0,4.0,Manual,4x4,4-5,Right-hand drive,Red,1.0,0,25
